text,label
"ভাতে মারবে ভারত, বাংলাদেশে ৫০ হাজার বেড হাসপাতাল বানাবে চীন-তুরস্ক-সৌদি। ",Geopolitical
"মাহফিলে পুলিশের বাধা, দাঁত ভাঙ্গা জবাব দিলেন আমির হামজা। ",Religious
প্রশ্ন দেখার পর মিডলবেঞ্চার। তার যে অবস্থা হয় সেটাই এই ছবিতে দেখতে পাচ্ছেন। ,Neutral
"ঐতিহাসিক পলাশী দিবসে নব্য ঘসেটি বেগম, মীর জাফর ও রায় দুর্লভদের  মনে পরে। ",Geopolitical
"যাদের বিয়ে, আর যার জন্য মানুষ বিয়ে বাড়ি যায়। ",Neutral
ঘরপোড়া আগুনে আলু পুড়িয়ে খাওয়ার স্বপ্ন কখনোই সত্যি হবে না। অবৈধ ম্যাসেজ পার্লারের নারীরা ক্যাম্পাসে কেন? ,Personal
"না চাইতেও ছেলে বন্ধুর সাথে বাসর রাত কাটাচ্ছি, কারণ আমি বন্ধুর ট্যাগ লিস্টের ৩য় ব্যাক্তি । ",Personal
এই নিমকহারামীর দলকে বঙ্গবন্ধু চিনতে পারেন নি। ঠিক তেমনি আ ক ম মোজাম্মেল হককেও শেখ হাসিনা চিনতে পারেন নি। ,Political
"মাসের প্রথম এত্তগুলা বড়লোক মনে হয়, রাজকীয়ভাবে জীবনযাপন করি। কিন্তু মাসের শেষে মনে হয়, ২ টা কিডনী থাকা কি খুব জরুরী?",Neutral
"সুন্নাতে খাৎনা করার পর আত্মীয়-স্বজন, কই দেখি জিনিসটা? ",Neutral
"যাই হোক, মানবতার খাতিরে আজকে কোনোরকম মামাতো ভাইয়ের বিয়ে খেতে যাচ্ছি। ",Neutral
একদল হায়েনা ও এক জন বীর। দেখুন তাদের অবস্থা কেমন। ,Personal
"কাদেরের হুশিয়ারি, সবাই যাকে বলে কাউয়া কাদের।",Personal
এই শহরে আমার মতো ক্রিমিনাল আর একটাও নাই।,Personal
আনুশকাকে কোকের সাথে অচেতন করার ওষুধ দেয় দিহান। ,Personal
"রাতের বেলা এলাকার এক চাচার সাথে বাড়ি ফেরার সময় যখন চাচা বলে, আমাদের সময় ভালো থাকা বইটা থাকলে আমার আর সেদিন সুইসাইড করা লাগতো না। ",Personal
"হেসে যা পাগলা। হেসে যা , হেসে যা ",Neutral
"নিজেকে টিভিতে দেখতে চাও ? দুটো স্টেপ ফলো করো সবাই। স্টেপ ১- প্রথম টিভিটা বন্ধ করে দাও,স্টেপ ২ - এবার টিভির সামনে দাড়িয়ে পড়ো । ",Neutral
যখন আম্মুকে কেউ আমাকে তাড়াতাড়ি বিয়ে করানোর ব্যাপারে পরামর্শ দেয়। ,Neutral
"জিনে এনে বাড়িতে দিয়ে গেছে, নিখোঁজের ১২ দিন পর প্রবাসীর স্ত্রীকে। ",Neutral
"ঐ শালার ঘরের শালা, কম্পিটিশন লাগাইতে চাস তুই? ",Personal
"কেউ ক্লাসে নাই, এই সুযোগে চিমটুর ব্যাগ দিয়ে বেঞ্চের ধুলাগুলো পরিস্কার করি। ",Neutral
"মেয়েদের গোল গোল, ছেলেদের লম্বা জিনিসটা কি বলতো? ",Neutral
"জীবনে ব্রেকাপের চেয়ে কষ্টের কিছু নাই, আমি বলি রাত্রে বেলা কুত্তার দাবরানি খাইছো কখনো?",Neutral
"কারাগাওরে পাপিয়ার করুন জীবন, দেখতে আসে না কেউ। ",Personal
"ভারতীয় সিরিয়ালের কান্ড, প্লেন উড়িয়ে হাসির খোরাক নায়িকা। ",Neutral
ভারত কে সব দিয়ে এলেও আমি কিন্তু খালি হাতে ফিরিনি। এনেছি এই দোনের আশ^াস। ,Personal
মেয়রপুত্র সাম্য হত্যায় তিনজনের ফাঁসির আদেশ। ,Personal
ইসরায়েলি সৈন্যদের খন্ডিত দেহ। ,Geopolitical
আমার রুমে ঘুমাতে এসে আমার হাতে বেদম প্রহার খাওয়ার পর আমার ছোট ভাই। ,Neutral
ছোটবেলায় পিতা-পুত্রের অঙ্ক করতে গিয়ে যখন পিতার চেয়ে পুত্রের বয়স বেশি হয়ে যেত। ,Neutral
"খালপার হইলে, মাঝি কোন শালা । ",Personal
যখন তুমি সিংহ কিন্তু তোমার গফ তোমাকে বাবু বলে ডাকে। ,Neutral
"স্যার একটা বেআইনি মদের  ট্রাক ধরেছি, সাবাস! আর একটা চানাচুরের ট্রাক ধরে ফেলো, তাহলে আজ রাতে একটা পার্টি হয়ে যাবে। ",Personal
"জন্মদিনে মেয়েরা, হ্যাপি বার্থডে দোস্ত, কি খাওযাবি বল। এখন টাকা নাই কয়েক দিন পরে ট্রিট দিব। ",Neutral
"এখানে পদার্থের তিনটি অবস্থা আমরা শিখতে পারি, উড়ন্ত বেলুন, ঝুলন্ত বেলুন আর পড়ন্ত বেলুন। ",Neutral
ফজলামির একটা সীমা আছে। চাপা মারার একটা লিমিট আছে|,Neutral
"মুখ খুলছে দারোয়ান, দিহানের শাস্তি চান দিহানের বাবা। ",Personal
"হবে তো শুরু চোষা হবে শুধু, মজা নিবা তোমরা আছি সাথে আমরা। ",Personal
চারবার আমাকে হত্যার চেষ্টা করা হয়েছে। ,Personal
"আমার জুতা, তোর মুখ। জুতা মেরে তোর অবস্থা খারাপ করে দেব। ",Personal
"মেরে দে মামা! মেরে দে, ইনসেপ্টার ৩০ লাখ টাকা ত্রাণের ২৭ লাখই আত্মসাৎ। ",Personal
মৃত্যুপুরী যুক্তরাষ্ট্র ২৪ ঘন্টর রেকর্ড ১৯৭০ জনের প্রাণহানি। ,Personal
গুম রাজনীতির উত্থান করেছিলো শেখ মুজিব। ,Geopolitical
"ভয় পেলেই আপনি পরাজিত, সেই জন্যই ওরা আপনাকে ভয় দেখায়। ",Personal
"যৌতুন না দেওয়ায় রাণীনগরে তালাকের পর দ্বিতীয় বিয়ে, সাফিয়া বিবির আত্মহত্যা। ",Personal
রেইনকোর্ট আপনাকে বৃষ্টি থেকে সুরক্ষা দিবে আর মুুজিবকোট আপনাকে পুলিশ থেকে সুরক্ষা দিবে।,Geopolitical
"বাচ্চার শত্রু বাচ্চা, চোখে জল আসবেই। ",Personal
বিএনপির আন্দোলনের ঈদটা ঠিক করে আসবে? ,Political
"ভারতীয় অফিসারের রহস্যময় মৃত্যু , ধৃত স্ত্রী। ",Personal
"বান্ধবী তোর ছোট বেলার পিক, যখন তুই একেবারে ছোট ছিলি। ",Neutral
"যার এমন একটা ঢঙ্গী মেয়ে হবে, তার জন্য এই অবস্থা।",Neutral
মোদি সরকারকে চোর বলে গালি দিয়ে চ্যালেঞ্জ করেছে ভারতীয় কিষান ইন্ডিয়ানের সভাপতি। ,Personal
"আচ্ছা, লাইফের সব সমস্যা ঐ ২০ জন কে মেসেজ ফরোয়ার্ড ন করার কারনেই হচ্ছে না তো। ",Neutral
চুদেই মেরে ফেলবো তোমায়। পিরিতের রসে তোরে ভিজাইয়া দিমু। ,Personal
পাপিয়ার অধীনে কাজ করতো ১৭ শত সুন্দরী নারী। ,Neutral
"রাতের বেলা পিছন থেকে আওয়াজ শুনতে পারি, তখন ঐ কেডা রে এইহানে? ",Neutral
কখনো এই চিন্তা মাথায় স্থান দিবা না।,Personal
শীতকালে বিবাহিতরা আর অবিবাহিতরা। ,Neutral
সংবাদপত্রে বিএনপি-জামাতের দুর্নীতি ও সন্ত্রাসের চিত্র। ,Political
ড্রাগ নেওয়ার পর তোমার ফিগার আর ১ বোতল জল খাওয়ার পর আমার ফিগার। ,Neutral
বাংলাদেশের জন্য একটা আন্তর্জাতিক মানের গণতন্ত্র বানাইলাম। ,Geopolitical
এলাকার ছোট ভাই যারে আজীবন হাফ লেডিস বইলা ডাকতাম। ,Neutral
"দাদা, আমার ছেলে জয়ের হাজার কোটি টাকা লুটের খবরতো দেশবাসীর মুখে মুখে, নিজামীর ফাঁসী দ্রুত কাযকর করেন। দেশব্যাপী খালেদা জিয়ার নামে মানহানি মামলা করুন। ",Political
মাছ রান্নায় করনি কেন? মাছটাকে মারতে পারলাম না। কিভাবে মারার চেষ্টা করেছিলে? কেন! পানিতে চুবিয়ে। ,Personal
জীবনে প্রথমবার কক্সবাজারে যাওয়ার পর বাঙালি। ,Neutral
"সোনা তোমার নাম কোথায় লিখব হাতে না হৃদয়ে? আরে পাগলি, যদি এতই ভালোবাসিস সম্পত্তির দলিলে নামটা লিখে দেখা দেখি। ",Neutral
খা খা খা আমায় চুষে চুষে খা আমায় গিলে খা।,Personal
"দেখ ভাই আর যাই করছ, ফেনীর পোলাপাইনের সামনে চোখ নামাইয়া কথা কইচ। ",Personal
শ্রমিকলীগ নেতার স্ত্রীর দাপট। নেতার স্ত্রীর দাপটে টেকা দায়। ,Political
মানব জীবনে এমন কিছু ডিপ্রেশন রয়েছে যা ¯্রষ্টা ছাড়া কারো কাছে শেয়ার করা যায় না। ,Neutral
বিয়ে করা আর মোবাইল কেনার পর একটাই আফসোস হয় ইসস! আর কিছুদিন অপেক্ষা করলে আরো ভালো মডেল পাইতে পারতাম। ,Neutral
পয়লা বৈশাখের কথিত মঙ্গল শোভাযাত্রা আর হিন্দু সম্প্রদায়ের রথযাত্রার মধ্যে পার্থক্য কোথায়? ,Religious
মনে হয় পায়খানায় বসে ছবি তুলছে। দেখে তো তেমনই মনে হয়। ,Neutral
"তোর কপালে জুতার বারি, হারামি।",Personal
চাঞ্চল্যকর সেই হত্যার আসামী এসআই আকবর গ্রেফতার। ,Personal
"১৪ ফেব্রুয়ারি ১৪৪ ধারা চাই, ভাবছি আমিও যোগ দেব এই দলে। ",Neutral
১০ হাজার টাকার জন্য পুলিশের হাতে খুন আমাদের নিরাপত্তা কোথায়? ,Personal
"আমি আর আমার বন্ধু যখন বলি হালায় এক নম্বর কুত্তা, তখন পাশ থেকে হেটে যাওয়া লোক। ",Neutral
তুই যুক্তরাজ্য থেকে ওদের জন্য রড পাঠা। ,Neutral
যন্ত্রপতি রেডী কর। আমি তোর যন্ত্রপাতি দেখতে চাই তারা তারি রেডি কর। ,Personal
"আনুশকার দাফন, তারপর কি হলো? ",Personal
"জীবনেও কিছু না খাওয়ানো বন্ধু যখন আমাকে খেতে দেখে বলে, একা একা খাওয়া তাইলে? ",Neutral
স্পীড কমিয়ে জোরে জোরে মারো জান। চুদতে চুদতে পাগল করে দাও। ,Personal
আবরারের খুনী ছাত্রলীগ নেতাদের ফাসি চাই। ,Political
কার হবে এই ট্রফি? শেষ্ঠা নাকি মোহরের? ,Neutral
"ধরো আমার নাম আমি আর তোমার নাম তুমি, তাহলে পাগল টা কে? আমি না তুমি? ",Neutral
"জানি ছ্যাকা দেবে, তাও একটা শেষ চেষ্ট করব। ",Neutral
বউ হারালে বউ পাওয়া যায় কিন্তু ছেলেকে বাজার করতে দিলে বেঁচে থাকা টাকা কখনো ফিরে পাওয়া যায় না কাকু |,Neutral
আগে যেতে চাইলে উড়ে যান। সাইড দেয়ার কোন সুযোগ নাই। ,Neutral
"হাসিনার বার্তা নিয়ে প্রনবের কাছে তোফায়েল, ক্ষমতা ছাড়লে মেরে ফেলবে জণগন। ",Geopolitical
রাত ১ টা নাগাদ ছাদে উঠে গ্রিলের তালা ভেঙে ঘরে ঢুকে ঘরের দরজা ঠুকতে থাকে। ,Personal
কোটা বিরোধী আন্দোলনে জড়িতরা পাকিস্তানিদের দোসরঃ খাদ্যমন্ত্রী। ,Geopolitical
"ক্লাশে প্রেজেন্ট দিয়ে বন্ধু যখন বসতে যায়, তখন পিছন থেকে আমি কলম খাড়া করে রাখলে যা হয়। ",Neutral
ওরা কারা? যারা  বাচ্চা দেখলেই আদর করা শুরু করে দেয়। ,Neutral
"মোদিজী ও ভারতকে নিয়ে বিভ্রান্তি, বিএনপি থেকে ভারত বিরোধী ও শরীক কাঠ মোল্লাদের উষ্টা মেরে বের করে দেন জনাব তারেক রহমান। ",Geopolitical
ভাইয়া কোথায় পড়েন? কেন? লোগো দেইখা তো অনেক চিল্লাস এখন বলতে পারোস না? ,Neutral
আওয়ামীলীগের শাসনামলে সংঘবদ্ধ ধর্ষণ বেড়েছে ছয়গুণ। ,Political
গ্রামের বাড়িতে সন্ধেবেলায়  বিদ্যুৎ চলে যাবার পর। ,Neutral
"আমরা বেকার-ই ঝগড়া করে মরি, আর ওই দিকে মেসি নেইমার একসাথে রুটি বানায়। ",Neutral
কঢ়ুর লতি কালার শাড়ীর সাথে কি কালার ব্লাউজ মানাইবে আপুরা একটু হেল্প করো। ,Neutral
"বলতো, সানিলিওন কত বছর বয়সে প্রথম যৌন মিলন করে? ",Personal
অমনোযোগী ছাত্র/ছাত্রীদের জন্য ব্যথা মুক্তভাবে মুসলমানি করানো হয়। ,Neutral
"এদিকে বাড়িতে রেজাল্টের খবর শুনানোর পর আব্বু আম্মুর রিয়েকশন দেখার পর, এখন আমার অবস্থা কি হবে, ভাবতে থাকা আমি। ",Neutral
মেয়েদের ব্যাগ বিয়ের আগে  ও  বিয়ের পরে। ,Neutral
"কুলাঙ্গার লতিফ সিদ্দিকী হজ ও প্রিয়নবীকে কটাক্ষ করল, তরিকত ফেডারেশন ও জশনে জলুসের আশেকে রাসুল (সঃ) গেল কোথায়? ",Religious
লাইভে এসে হুংকার দিয়ে ছেলে-মেয়েদের পাক বানানোর ওস্তাদ ইনি। ,Personal
"যখন কেউ বলে, নিজের খেয়াল রেখো। ",Neutral
"স্যার ক্লাসে যখন সস্তা জোকস বলে, তখন ক্লাসের টপার বলে, স্যার আরো বলুন। ",Neutral
জীবনে কারো জন্য হাত না কাটা আমি। কখনোই আমি হাত কাটিনি।,Neutral
এখন বুজতেসি কোন বন্ধুর সাথে বসলে বেশি সুবিধা পাবো। ,Neutral
পৌর নির্বাচনে মজলুমের রক্তের উপর ভাসমান নৌকাকে না বলুন।,Geopolitical
"ঘৃণা ঝগড়া বাড়ায়, কিন্তু প্রেম সব অধর্ম ঢেকে দেয়। ",Personal
"রতনে রতন চেনে, শুয়রে চেনে কচু।",Personal
আনুশকা এবং দিহান কে ও হার মানালো এরা। ,Personal
"তুমি তো বেয়াদব, বিরাট বেয়াদব।",Personal
ঝালকাঠীর মেয়েরা আজকাল যা করে তা দেখলে আর সহ্য হয় না। ,Neutral
"শালা কি বলে, ধর্ম আবার কী? শালীকে জুতা পেটা করা উচিত। ",Religious
"যখন দেখি বাসায় মেহমানের সাথে তাদের পোলাপাইনও আসছে তখন আমি, আগে কোলবালিশটা লুকিয়ে আসি। ",Neutral
নানাভাবে বাংলা বইকে হিন্দুধর্ম শিক্ষার বই বানানো হচ্ছে। শিক্ষা ব্যবস্থাকে হিন্দুয়ানীর আলোকে তৈরি করার কী অদ্ভুদ প্রকিয়া। ,Religious
ঠিকঠাক মত শুয়ে পরার পর যখন মনে পরে এয়ারফোন টেবিলে। ,Neutral
"তারপর একদিন হিমু ফিরে আসলে যখন দেখি রুপা সারাক্ষণ শুধু তার স্বামীর খেদমত ই করছে, তখন আমি, এ আমি কোন সত্বী নারীকে ভালোবাসলাম। ",Neutral
এই সেই বিরোধপূর্ণ ভূমি। জৈন্তাপুর ও গোয়াইনঘাট সীমান্তের যেখানে এসে ভারতীয় খাসীয়ারা বাংলাদেশের জমিতে চাষাবাদ করে। ,Geopolitical
"শালা এগুলো, ফেসবুক প্রোফাইল না ২ জনের কথোপকথন?",Personal
"কয়টা বাসায় কাজ করো ? ৪ টা বাসায় আফা। তো ডিভোর্স হইলো ক্যান? না আফা শাশুড়িডা ভালো ছিল না, বাড়ীর সব কাম আমারে দিয়া করাইতো, তো এখন তোমারে ৪ টা বাড়িতে বসাইয়া খাওয়াতেছে? ",Neutral
বাংলার মুসলমান হত্যা করতে তুই ই পারবিরে পাগলী।,Geopolitical
সাহস আছে এগুলোতে উঠবার ? হার্ট দুর্বল না তো?,Personal
সরকার ধর্মদ্রোহী নাস্তিকদের বিরুদ্ধে ব্যবস্থা না নিয়ে ধর্মীয় মূল্যবোধে বিশ্বাসী আমারদেশ পত্রিকার বিরুদ্ধে ব্যবস্থা নিচ্ছে। ,Religious
"অন্যের ক্ষতি করা থেকে বিরত থাকুন। অন্যের ক্ষতি করলে, নিজেরও ক্ষতি হবেই। তাই অন্যের ক্ষতি করে নিজের ক্ষতি ডেকে আনবেন না। ",Personal
পালানোর পথ খুঁজছে খুনীরা। এই খুনিরাই দেশটাকে শেষ করে দিল। ,Geopolitical
চাঁদাবাজ আকবরের পদে এসআই জুয়াড়ি শাহিন পরে বদলি। ,Personal
"প্যান্ট শার্ট টাই পরে, ঝাড়ু হাতে ময়লা পরিস্কারের অভিনয় না করে। ঘুষ খাওয়া বন্ধ করে, নিজের মনটাকে আগে পরিস্কার করুন। ",Personal
"ফেলে আসা দিনগুলি, আরেকটু ঘুরিয়ে দে। ",Neutral
দিহানের সব কুকীর্তি ফাস করলো আনুশকার বান্ধবী ও শিক্ষক। ,Personal
সত্যি করে বল ডাইনোসর বিলুপ্ত হয়ে গেছিল নাকি তোরা খেয়ে ফেলেছিলি? ,Geopolitical
ওরে জুতা মার।  ওর কপালে জুতা মার। ,Personal
আনুশকার মাকে নিয়ে একি বললেন আব্বাসী? আবারও মসজিদের সামনে ডান্স। ,Personal
"জামাই শাশুড়ির বিয়ের আসল কারন, সত্য ঘটনা ফাস। ",Personal
যখন তুমি সব গুছিয়ে আরামে বিছানায় শুয়ে পড়ো কিন্তু বাতিই অফ করতে ভুলে যাও। ,Neutral
"ওরে মাগী!    জোরে দে, জোরে দে। জোরে জোরে লাগা।",Personal
অসম্ভবকে সম্ভব করাই অনন্তর কাজ। ,Neutral
পিরিতের রসে তোরে ভিজাইয়া দিমু।    ,Personal
৫ বল খেলে লাস্ট বলে সিঙ্গেল নেওয়া মানুষগুলার মতো ক্রিমিনাল আর একটাও নেই।,Personal
"রেগে যাচ্ছেন কোনো? রাগবেন না, বেশি রাগলে হার্টের ক্ষতি হয়। ",Personal
"ফ্রেন্ড তো অনেক থাকে কিন্তু, কলিজার টুকরা অনেক কম থাকে। ",Neutral
যাদের দোয়া ও শিক্ষায় আমাদের চলার পথ আল্লাহর পথে পরিণত হয় তাদের রক্তে রঞ্জিত করছে শেখ হাসিনার আওয়ামীলীগ।,Geopolitical
"গয়েশ^রকে দেখতে নয়াপল্টনে বিদ্যুৎ প্রতিমন্ত্রী, এ যেনো সর্প হইয়া দংশন করো ওঁঝা হইয়া ঝাড়ো অবস্থা। ",Geopolitical
যদি তুমি মাকে জেলে রেখে লন্ডনে লুকিয়ে থাকো তবে তুমি তারেক। ,Political
"হাসিনার লগি বৈঠা ভুলি নাই, ভুলব না। ",Geopolitical
"বললাম তো ঘটনা ভাইরাল হইলে আইসেন, মামলা নেবনে। ",Personal
অবৈধ প্রধান মন্ত্রীর অসভ্য ভাষা। এর আর কি বলব এর তো আর কিছু বলা নাই। ,Geopolitical
"বিড়াল দুধের উপর বসা দেখে আমার ইচ্ছা, এইবার মরলে শালা বিড়াল হবো। ",Personal
যখন তুমি টানা ৯ বার মারার পর ১০ তম বার তোমার ঝুনঝুনিতে হাত দাও। ,Neutral
মুক্তিযুদ্ধের নামে লুন্ঠনকারী দুর্নীতিবাজ রগচটা বদমেজাজী আ ক ম মোজাম্মেল হককে আপনারা আবারো আওয়ামীলীগের মন্ত্রী হিসেবে দেখতে চান? ,Political
"শেভ করলে তোমাকে দারুন লাগে, আর তোমাকেও । ",Neutral
এত উকুন নিয়ে রাতে ঘুমোস কী করে বু ?,Neutral
"স্বরাষ্ট্রমন্ত্রী একজন বড় রাজাকার, তাকে ধরে ফাঁসি দিন। তাহলে বুঝতে পারবো আপনারা সত্যিকারে রাজাকারের বিচার করছেন।",Geopolitical
গুয়ের সন্দেশ প্রতি কেজি ৪৫০ টাকা।,Personal
"পরে যখন জানতে পারি এই মেয়েটি আমাদের একানে রাধুনী হয়ে কাজ করতে এসেছে, তখন আমি। ",Neutral
সাত খুন নয় পুরো বাংলাদেশকে হত্যা করলেও আমাকেও কেউ ক্ষমতা থেকে নামাতে পারবে না- মায়া। ,Geopolitical
কিছুক্ষন পর দেখি বন্ধু ও ভয়ের ঠেলায় বিড়ি ধরাইতাছে। ,Personal
"সারা বছর না পড়েও যখন শুনি বেতন দিতে হবে, আই ফাক ইওর সিস্টেম। ",Personal
এক পরাশক্তির অন্যায় যুদ্ধ আতঙ্কিত করেছে বিশে^র মানুষকে। ,Geopolitical
হয় ফোন ঘাটা বন্ধ কর নয় বাড়ি থেকে বেরিয়ে যা। ,Neutral
কেরলে প্রকৃতির প্রতিশোধ এমনই মারাত্মক। ,Personal
"আমার সাথে কি হইছে জানতে পারার পর আমার ছোট ভাই, কি দাদা কি খবর? ",Neutral
"উদ্ভিদের প্রাণ আছে বলেছিলাম,  আজ দেখছি লজ্জাও আছে।  ",Neutral
"যায়াবেটিকসের রোগী প্রতিবার মিষ্টি খাওয়ার সময়, জনি আরো বেড়ে যাবে, তাও শেষবারের মত খেতে হবে। ",Neutral
"চীনের জীবাণু যুদ্ধ, তৃতীয় বিশ^যুদ্ধের মহড়া। ",Geopolitical
"পৃথিবীতে একটাই সমস্য সেটা হলো বউ, কেউ আনার জন্য কাঁদছে আর কেউ এনে কাদছে। ",Neutral
আরিফ ভাইয়ের দুধের মালাই। কিছুই বুঝলাম না। ,Neutral
"আমি, পানি গরম করে দাও গোসল করবো। আম্মু, তুমি কি রাজপুত্র? ",Neutral
"কিন্তু যখন দেখতে পাই যে, মমতাদি আমাকে কোনো পাত্তাই দিচ্ছে না, তখন আমি। ",Neutral
তরমুজের উপরে সবুজ আর ভেতরে লাল হওয়া সত্ত্বেও কাঁঠাল কেনো আমাদের জাতীয় ফল? ,Neutral
কে এই মিথ্যাবাদী প্রিয়া সাহা? একে বিচারের আওতায় আনা হোক। ,Personal
"কুদ্দুস যখন বলে,  ভাই আমার একটা সুন্দরী শালী আছে, যদি চান তাহলে আমি আমার শালীকে আপনার বিয়ের প্রস্তাবটা দিতে পারি। ",Neutral
"আমিও মমতাদির উত্তরে বলি যে, আমি তো সন্দেশই বুঝাইছি। ",Neutral
"কয়েক দিন ধরে কিছু খাচ্ছে না, খুব চিন্তায় পরে গেছি। ",Neutral
ফেসবুক লাইভে এসে স্ত্রীকে কুপিয়ে হত্যার আসল কারণ এবার জানা গেল। ,Personal
প্রজেক্টরে পড়াতে গিয়ে যখন স্যার ভুলে ১৯-২০ ভিডিও চালু করে ফেলে। ,Neutral
"বন্ধুর সাথে রেস্টুরেন্টে গেছিলাম, কোন হালায় ফেস এ্যাপ দিয়ে এই আকাম টা করছে, এখন বাসায় ভূমিকম্প চলে। ",Personal
এখন কি করমু? ক্রিসমাসের পর লাগাদার আন্দোলনের ঘোষণা দেন। ,Neutral
"ছাত্রলীগ, যুবলীগ, আওয়ামীলীগ একটি জঙ্গি, সন্ত্রাসী সংগঠন। এদের নিষিদ্ধ ঘোষণা করা হোক। ",Geopolitical
যেখানে হিন্দু পাও হত্যা করো। হিন্দুদের আস্তানা শেষ করতে হবে। ,Religious
তোমার দিকে কেউ নজর দিলে ওর চোখ তুইলা ফালামু। তোমার নজরই তো সুবিধার লাগছেনা । ,Neutral
"রাত ৩ টা বাজে বাথরুমে গিয়ে এক্সের কথা ভেবে আমি যখন কাদতে থাকি, তখন বাথরুমে থাকা জি¦ন। ",Neutral
"সমস্যা হাজারটা, সমাধান একটাই, অভিনেত্রীর পতন চাই। ",Geopolitical
"শ্যামল কান্তি ভক্ত বলেন তোদের আল্লাহ নাপাক, তোরাও নাপাক। নাউজুবিল্লাহ, শ্যামল কান্তির ফাঁসি চাই। ",Religious
মানুষরূপী শয়তান। এই শয়তানরা প্রকৃত শয়তানের চেয়ে ভয়ংকর হয়। ,Personal
"যাও চার্লি, তোমার আম্মুকে বলো যে, তোমার একটা ভাই/বোন লাগবে। ",Neutral
পোশাকের উপরই কারো চরিত্র নির্ভর করে না। ,Neutral
বন্ধু যখণ পাশে বসে বিড়ি জালায় আর যখন আপনাকে বিড়ির পুটকি দেয়। ,Personal
ছ্যাঁকা খেয়েছেন? সেটা বড় কথা নয়। প্রেমে অংশ গ্রহণ করতে পেরেছেন এট্ইা বড় কথা। ,Neutral
"রাতের বেলা এক বড় ভাইয়ের সাথে ফুল স্পিডে বাইক চালিয়ে বাসায় ফিরতেছিলাম, এমন সময়- এইযে, এইখানটায় আমি এক্সিডেন্ট করে মারা গেছিলাম। ",Neutral
মেনশন করুন এত বুদ্ধি যার মাথায় হতে পারে। ,Neutral
"হত্যা হলো নির্বাচিত কমিশনার, এ কোন দেশে বসবাস করছি আমরা। ",Political
ওদিকে পাকিস্তান হামলা করছে আর তোরা এখানে হিন্দু মুসলমান নিয়ে লাড়াই করছিস। ভুলে যাসনা আমরা সবাই ভারতীয় আমাদের শত্রু পাকিস্তান। ,Geopolitical
"এই আজতো আমাদের ১ম বিবাহ বার্ষিকী, আমরা আজ কি করব? আসো, আমরা দুই মিনিট দাড়িয়ে নিরবতা পালন করি। ",Neutral
"জ¦লছে দিল্লি, বাঙালি সাংবাদিকের প্যান্ট খুলতে ধর্ম যাচাই। ",Religious
যখন হটাৎ রাস্তায় বেস্টফ্রেন্ড এর সাথে দেখা হয়। ,Neutral
পাছাডা ধ্বংস কইরা লাইছিরে ভাই।,Personal
"আমার বিয়ের গাড়ির ফুল কেউ ছিড়বি না, বলে দিলাম।",Personal
"জুমার নামাজের পর মোনাজাত ধরে আছি, আর জিলাপির প্যাকেটের দিকে নজর রাখছি। ",Neutral
"পাম দিস না, পাম দিস না,  আসল কথা বল। ",Neutral
তারপর ঐ জীন তার গার্লফ্রেন্ড জীনকে নিয়ে আমার সামনে থেকে চলে যায়। ,Neutral
"গাড়িতে সিসি ক্যমেরা লাগানো আছে, টোনাটুনি সাবধান। ",Neutral
আমার বুকে কি যে কষ্ট।  আমি এখন আমি কি করমু? ,Personal
গার্মেন্টস ধ্বংসে ২০ হাজার ভারতীয় ম্যানেজারের ইন্ধন। ,Personal
কেনো আনুশকার মত মেয়েদের সাথে এমন হয় ? ,Personal
"যখন শুনি গ্রামের চাচাতো ভাই আমাদের এখানে চাকরীর সন্ধানে এসছে, তখন আমি। ",Neutral
"দিহান আনুশকার কঠিন পরিনতি, আসল দায়ী কারা? ",Personal
"দাড়া, দুটো বাল ছিড়ে তার হাতে দেই। ",Personal
তুই আমারে চ্যালেঞ্জ করতাছোস?   তোরে আমি কিন্তু দেখাইয়া দিমু। ,Personal
সে কোথায়? যার জন্য আমি সিঙ্গেল। ,Neutral
"অনেক রাত হইছে শীত লাগতেছে খুব তাই আমি, যাই মুতি আসি হুতি পরি। ",Personal
খানকির পোলায় কয় কি?  ওয়ান টু তে খালাস কইরা দিমু।,Personal
"মেকাপ করা মেয়েদের দিকে দুবার তাকাতে হয়। একবার মুখের দিকে, আর একবার পায়ের দিকে। ",Neutral
"নতুন নামে ডাকো, তেল বাবাই হলে নতুন নাম। ",Personal
"জীবনে তো চুরি বাটপারী করে কম ম্যাচ জিতলি না সেগুলি কি করলি? মাম নম ওয়াস্তে একটা ম্যাচ ভিক্ষা দেন,বিড়ি খামু। ",Personal
কল্যান পার্টির সরকার পতনের দোয়া। ,Political
আমার অবস্থা দেখে আমার বন্ধুরা। ,Neutral
মেয়েরা হাসলে টোল পরুক বা না পরুক কিন্তু ঘুমানোর সময় লুল ঠিকই পরে। ,Neutral
"অন্যদের ফোনে মেসেজ আসে বাবু খাইছো, কি করো, গুড মর্নিং,  আর আমার ফোনে আসে ১ জিবি ১৭ টাকা মেয়াদ ১২ ঘন্টা। ",Neutral
আওয়ামী ধর্ষক মিডনাইট এমপি নাজিম উদ্দিন আহমেদের কান্ড।,Geopolitical
বাংলাদেশের কিছু বিখ্যাত মেধাবী ব্যক্তি। ,Neutral
এটা কি বাল বানিয়েছো? একদম খুন্তি ছেকা দিয়ে দেব। ,Personal
